_id,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material
1691609,30,Sea Ray.300 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2012,69800,Fiberglass,30,Sea Ray 300 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2012,69800,Fiberglass
1691680,30,Sea Ray.300 SLX,MarineMax Somers Point,"Somers Point, New Jersey",2014,175000,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Somers Point, NJ",2014,175000,Fiberglass
1691775,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2011,109000,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Naples, FL",2011,109000,Fiberglass
1691934,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2014,174900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Naples, FL",2014,174900,Fiberglass
1692016,30,Sea Ray.300 SLX,Formula Boats of Missouri,"Osage Beach, Missouri",2014,179995,Fiberglass,30,Sea Ray 300 SLX,"Formula Boats of Missouri
   ","Osage Beach, MO",2014,179995,Fiberglass
1692107,30,Sea Ray.300 Sundeck,Horizon Marine Center,"Fort Lauderdale, Florida",2011,74900,Fiberglass,30,Sea Ray 300 Sundeck,"Horizon Marine Center
   ","Fort Lauderdale, FL",2011,74900,Fiberglass
1692371,30,Sea Ray.300 SLX,MarineMax Rogers,"Rogers, Minnesota",2012,112604,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Rogers, MN",2012,112604,Fiberglass
1692458,30,Sea Ray.300 SLX,Marinemax San Diego,"San Diego, California",2013,148949,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","San Diego, CA",2013,148949,Fiberglass
1692537,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2011,99500,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2011,99500,Fiberglass
1692608,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692613,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,184057,Fiberglass
1692616,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692693,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692698,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,184057,Fiberglass
1692701,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,149900,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692797,30,Sea Ray.300 SLX,Naples Yacht Brokerage,"Naples, Florida",2013,129000,Fiberglass,30,Sea Ray 300 SLX,"Naples Yacht Brokerage
   ","Naples, FL",2013,129000,Fiberglass
1692863,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,184057,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692868,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,184057,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,184057,Fiberglass
1692871,30,Sea Ray.300 SLX,MarineMax Brick,"Brick, New Jersey",2013,184057,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Brick, NJ",2013,149900,Fiberglass
1692952,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,89500,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,89500,Fiberglass
1692961,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,89500,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,84800,Fiberglass
1693063,30,Sea Ray.300 Sundeck,North South Nautical Group,"Fort Lauderdale, Florida",2011,59900,Fiberglass,30,Sea Ray 300 Sundeck,"North South Nautical Group
   ","Fort Lauderdale, FL",2011,59900,Fiberglass
1693122,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,84800,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,89500,Fiberglass
1693131,30,Sea Ray.300 SLX,MarineMax Naples,"Naples, Florida",2010,84800,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Naples, FL",2010,84800,Fiberglass
1693412,30,Four Winns.H290,Boater's Landing,"Ft.Myers, Florida",2017,Request Price,Fiberglass,30,Four Winns H290,"Boater's Landing
   ","Ft.Myers, FL",2017,Call for Price,Fiberglass
1693568,30,Sea Ray.300 SLX,Commonwealth Boat Brokers,"ASHLAND, Virginia",2008,61950,Fiberglass,30,Sea Ray 300 SLX,"Commonwealth Boat Brokers
   ","ASHLAND, VA",2008,61950,Fiberglass
1694130,30,Sea Ray.300 SLX,MarineMax Clearwater,"Clearwater, Florida",2009,94210,Fiberglass,30,Sea Ray 300 SELECT,"MarineMax Inc.
   ","Clearwater, FL",2009,94210,Fiberglass
1694525,30,Sea Ray.300 SLX,Hall Marine Group-Sea Ray of Charleston,United States,2013,149900,Fiberglass,30,Sea Ray 300 SLX,"Hall Marine Group
   ",United States,2013,149900,Fiberglass
1694605,30,Sea Ray.300 Sundeck,Hall Marine Group-Sea Ray of Savannah,United States,2012,64999,Fiberglass,30,Sea Ray 300 Sundeck,"Hall Marine Group
   ",United States,2012,64999,Fiberglass
1694692,30,Sea Ray.300 SLX,Victory Yacht Sales,"Mimai, Florida",2012,127900,Fiberglass,30,Sea Ray 300 SLX,"Victory Yacht Sales
   ","Mimai, FL",2012,127900,Fiberglass
1694861,30,Sea Ray.300 SLX,Modern Yachts,"Westhampton Beach, New York",2013,139000,Fiberglass,30,Sea Ray 300 SLX,"Modern Yachts
   ","Westhampton Beach, NY",2013,139000,Fiberglass
1695203,30,Sea Ray.300 Sundeck,Hall Marine Yacht Brokerage,"Charleston, South Carolina",2013,89900,Fiberglass,30,Sea Ray 300 Sundeck,"Hall Marine Group
   ","Charleston, SC",2013,89900,Fiberglass
1695289,30,Sea Ray.290 Sundeck,Lucky Dog Yacht Sales,"Sarasota, Florida",2008,49995,Fiberglass,30,Sea Ray 290 Sundeck,"Lucky Dog Yacht Sales
   ","Sarasota, FL",2008,49995,Fiberglass
1695365,30,Sea Ray.290 Select EX,Gulf Coast Boat Sales,"Naples, Florida",2006,49900,Fiberglass,30,Sea Ray 290 Select EX,"Gulf Coast Boat Sales & Yacht Management
   ","Naples, FL",2006,49900,Fiberglass
1695451,30,Sea Ray.290 Sundeck,East Shore Marine,"lindenhurst, New York",2008,56900,Fiberglass,30,Sea Ray 290 Sundeck,"East Shore Marine
   ","lindenhurst, NY",2008,56900,Fiberglass
1695531,30,Sea Ray.290 Select EX,"Stone Harbor Yacht Sales - Stone Harbor, NJ","Stone Harbor, New Jersey",2007,69900,Fiberglass,30,Sea Ray 290 Select EX,"Stone Harbor Yacht Sales
   ","Stone Harbor, NJ",2007,69900,Fiberglass
1695897,29,Sea Ray.290 Sundeck,Hall Marine Group,United States,2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"Hall Marine Group
   ",United States,2016,,Fiberglass
1696942,29,Robalo.305 Robalo,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,29,Robalo R305,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass
1697821,29,Sea Ray.290 Sundancer,Fillingham Yacht Sales-Salt Creek Marina,"Bradenton, Florida",1997,28900,Fiberglass,29,Sea Ray 290 Sundancer,"Fillingham Yacht Sales
   ","Bradenton, FL",1997,28900,Fiberglass
1699412,29,Cobalt Bowrider.292,Bayside Boat Sales LLC,"Freeport, Maine",1999,20000,Fiberglass,29,Cobalt Bowrider 292,"Bayside Boat Sales LLC
   ","Freeport, ME",1999,20000,Fiberglass
1701329,29,Chris-Craft.Catalina 29,Bayport Yachts,United States,2017,Request Price,Fiberglass,29,Chris-Craft Catalina 29,"Bayport Yachts
   ",United States,2017,Call for Price,Fiberglass
1701505,29,Chris-Craft.Launch 28,Bosun Marine,"On Order, Massachusetts",2016,Request Price,Fiberglass,29,Chris-Craft Launch 28,"Bosun Marine
   ","On Order, MA",2016,Call for Price,Fiberglass
1702198,29,Chris-Craft.29 Catalina,Legendary Marine Destin,"Destin, Florida",2016,Request Price,Fiberglass,29,Chris Craft 29 Catalina,"Legendary Marine
   ","Destin, FL",2016,Call for Price,Fiberglass
1704145,29,Formula.290 Bowrider,Sundance Marine USA,"Jensen Beach, Florida",2016,Request Price,Fiberglass,29,Formula 290 Bowrider,"Sundance Marine USA
   ","Jensen Beach, FL",2016,Call for Price,Fiberglass
1705027,29,Formula.290 Bowrider,Chicago Yacht Works,United States,2016,127950,Fiberglass,29,Formula 290 Bowrider,"Chicago Yacht Works
   ",United States,2016,127950,Fiberglass
1705183,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2016,Request Price,Fiberglass,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2016,127950,Fiberglass
1705190,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2016,Request Price,Fiberglass,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2016,,Fiberglass
1705539,29,Formula.290 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,29,Formula 290 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass
1705885,29,Formula.290 Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,29,Formula 290 Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass
1706411,29,Formula.290 Bowrider,Chicago Yacht Works,United States,2017,181789,Fiberglass,29,Formula 290 Bowrider,"Chicago Yacht Works
   ",United States,2017,181789,Fiberglass
1706591,29,Cruisers Sport Series.298 Bow Rider,The Nautic Group,"Kemah, Texas",2014,74900,Fiberglass,29,Cruisers Sport Series 298 Bow Rider,"The Nautic Group
   ","Kemah, TX",2014,74900,Fiberglass
1706944,29,Formula.290 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2011,99995,Fiberglass,29,Formula 290 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2011,99995,Fiberglass
1708009,29,Four Winns.290 Horizon,Chris Craft Tampa Bay-Suncoast Yacht Sales -,"St Petersburg, Florida",2015,143000,Fiberglass,29,Four Winns 290 Horizon,"Great Lakes Yacht Sales / Suncoast Yacht Sales / Chris Craft TB
   ","St Petersburg, FL",2015,143000,Fiberglass
1708181,29,Formula.290 Sun Sport with Joy Stick,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2012,109900,Fiberglass,29,Formula 290 Sun Sport with Joy Stick,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2012,109900,Fiberglass
1708350,29,Formula.290 Bowrider,My Yacht Sales,"Fort Lauderdale, Florida",2013,87000,Fiberglass,29,Formula 290 Bowrider,"My Yacht Sales
   ","Fort Lauderdale, FL",2013,87000,Fiberglass
1708508,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2016,127950,Fiberglass,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St. Petersburg, FL",2016,127950,Fiberglass
1708515,29,Formula.290 Bowrider,"IMG of Tampa Bay, Inc","St. Petersburg, Florida",2016,127950,Fiberglass,29,Formula 290 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2016,,Fiberglass
1708876,29,Formula.290 FX Bowrider,Comstock Yacht Sales & Marina,"Brick, New Jersey",2012,104900,Fiberglass,29,Formula 290 FX Bowrider,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2012,104900,Fiberglass
1709032,29,Formula.290 Bowrider,"Tampa Yacht Sales, INC","St Petersburg, Florida",2014,129950,Fiberglass,29,Formula 290 Bowrider,"Tampa Yacht Sales, INC
   ","St Petersburg, FL",2014,129950,Fiberglass
1709209,29,Formula.290 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2016,189995,Fiberglass,29,Formula 290 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2016,189995,Fiberglass
1709388,29,Formula.290 Bowrider,Formula Boats,"Aventura, Florida",2016,127950,Fiberglass,29,Formula 290 Bowrider,"Formula Boats
   ","Aventura, FL",2016,127950,Fiberglass
1710292,29,Monterey.288 Super Sport,"Ugly John's Custom Boats, LLC.","Catoosa, Oklahoma",2015,Request Price,Fiberglass,29,Monterey 288 Super Sport,"Ugly John's Custom Boats, LLC.
   ","Catoosa, OK",2015,Call for Price,Fiberglass
1710797,29,Four Winns.H290,SkipperBud's Phoenix,"Peoria, Arizona",2015,Request Price,Other,29,Four Winns Horizon H290,"SkipperBud's
   ","Peoria, AZ",2015,Call for Price,Other
1711324,29,Larson.LXi 288,Key Harbor Yacht Sales,"Waretown, New Jersey",2011,49900,Fiberglass,29,Larson LXi 288,"Key Harbor Yacht Sales
   ","Waretown, NJ",2011,49900,Fiberglass
1711846,29,Larson.LXi 288,Sundance Marine USA,"Miami Beach, Florida",2012,51500,Fiberglass,29,Larson 288 LXI,"Sundance Marine USA
   ","Miami Beach, FL",2012,51500,Fiberglass
1714663,29,Monterey.288SS Super Sport,C - Jam Yacht Sales -- Stevensville,"Stevensville, Maryland",2015,Request Price,Fiberglass,29,Monterey 288SS Super Sport,"C-Jam Yacht Sales
   ","Stevensville, MD",2015,Call for Price,Fiberglass
1715173,29,Monterey.288 Super Sport,C-Jam Yacht Sales,"somers point, New Jersey",2013,109900,Fiberglass,29,Monterey 288 Super Sport,"C-Jam Yacht Sales
   ","somers point, NJ",2013,109900,Fiberglass
1716236,29,Monterey.298 S,"Mark Zeigler Yacht Sales, Inc.","Jacksonville, Florida",2001,31500,Fiberglass,29,Monterey 298 S,"Mark Zeigler Yacht Sales, Inc.
   ","Jacksonville, FL",2001,31500,Fiberglass
1716598,29,Pursuit.295 Dual Console,Walker's Yacht Sales,"Fort Myers, Florida",2016,Request Price,Fiberglass,29,Pursuit 295 Dual Console,"Walker's Yacht Sales
   ","Fort Myers, FL",2016,Call for Price,Fiberglass
1717125,29,Pursuit.DC 295,"Ocean Blue Yacht Sales, LLC.","Southeast, Florida",2017,Request Price,Fiberglass,29,Pursuit DC 295,"Ocean Blue Yacht Sales, LLC.
   ","Southeast, FL",2017,Call for Price,Fiberglass
1717464,29,Monterey.298 Ss,United Yacht Sales - New York,"Freeport, New York",2005,49900,Fiberglass,29,Monterey 298 SS,"United Yacht Sales
   ","Freeport, NY",2005,49900,Fiberglass
1718347,29,Pursuit.DC 295,"Ocean Blue Yacht Sales, LLC.","SE Florida, Florida",2016,Request Price,Fiberglass,29,Pursuit DC 295,"Ocean Blue Yacht Sales, LLC.
   ","SE Florida, FL",2016,Call for Price,Fiberglass
1718582,29,Sea Ray.SDX 290,MarineMax Houston,"Seabrook, Texas",2017,Request Price,Fiberglass,29,Sea Ray SDX 290,"MarineMax Inc.
   ","Seabrook, TX",2017,Call for Price,Fiberglass
1718754,29,Sea Ray.SDX 290,MarineMax Rogers,"Rogers, Minnesota",2017,Request Price,Fiberglass,29,Sea Ray SDX 290,"MarineMax Inc.
   ","Rogers, MN",2017,Call for Price,Fiberglass
1718928,29,Sea Ray.SDX 290 OB,MarineMax Naples,"Naples, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Naples, FL",2017,Call for Price,Fiberglass
1719264,29,Sea Ray.290 Sundeck,MarineMax Grand Lake,"Afton, Oklahoma",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Afton, OK",2016,Call for Price,Fiberglass
1719436,29,Sea Ray.290 Sundeck,MarineMax Osage Beach,"Osage Beach, Missouri",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Osage Beach, MO",2016,Call for Price,Fiberglass
1719636,29,Sea Ray.SDX 290 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass
1719641,29,Sea Ray.SDX 290 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
1719812,29,Sea Ray.290 Sundeck Outboard,MarineMax Port Clinton,"Port Clinton, Ohio",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Port Clinton, OH",2016,Call for Price,Fiberglass
1719997,29,Sea Ray.SDX 290 OB,MarineMax Ft. Myers,"Ft. Myers, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Ft. Myers, FL",2017,Call for Price,Fiberglass
1720155,29,Sea Ray.SDX 290 OB,MarineMax Venice,"Venice, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Venice, FL",2017,Call for Price,Fiberglass
1720342,29,Sea Ray.SDX 290 OB,MarineMax Warwick,"Warwick, Rhode Island",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Warwick, RI",2017,Call for Price,Fiberglass
1720518,29,Sea Ray.SDX 290 OB,MarineMax Pensacola,"Pensacola, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pensacola, FL",2017,Call for Price,Fiberglass
1720686,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass
1720691,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
1720699,29,Sea Ray.SDX 290 OB,MarineMax Panama City,"Panama City Beach, Florida",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017,Call for Price,Fiberglass
1720861,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass
1720866,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
1720874,29,Sea Ray.SDX 290 OB,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2017,Request Price,Fiberglass,29,Sea Ray SDX 290 OB,"MarineMax Inc.
   ","Wrightsville Beach, NC",2017,Call for Price,Fiberglass
1721019,29,Sea Ray.290 Sundeck Outboard,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Ft. Myers, FL",2016,Call for Price,Fiberglass
1721193,29,Sea Ray.290 Sundeck Outboard,MarineMax Brick,"Brick, New Jersey",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Brick, NJ",2016,Call for Price,Fiberglass
1721373,29,Sea Ray.290 Sundeck Outboard,MarineMax Miami,"Miami, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Miami, FL",2016,Call for Price,Fiberglass
1721545,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass
1721547,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass
1721724,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass
1721725,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass
1721899,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass
1721900,29,Sea Ray.290 Sundeck Outboard,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass
1722066,29,Sea Ray.290 Sundeck,MarineMax Pompano,"Pompano Beach, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
1722238,29,Sea Ray.290 Sundeck,MarineMax Lake Conroe,"Montgomery, Texas",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Montgomery, TX",2016,Call for Price,Fiberglass
1722434,29,Sea Ray.290 Sundeck Outboard,MarineMax Pensacola,"Pensacola, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Pensacola, FL",2016,Call for Price,Fiberglass
1722610,29,Sea Ray.290 Sundeck Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
1722783,29,Sea Ray.290 Sundeck Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016,Call for Price,Fiberglass
1722952,29,Sea Ray.290 Sundeck Outboard,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Ship Bottom, NJ",2016,Call for Price,Fiberglass
1723121,29,Sea Ray.290 Sundeck Outboard,MarineMax Long Island,"Lindenhurst, New York",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Lindenhurst, NY",2016,Call for Price,Fiberglass
1723284,29,Sea Ray.290 Sundeck,MarineMax Lake Ozark,"Lake Ozark, Missouri",2016,109900,Fiberglass,29,Sea Ray 290 Sundeck,"MarineMax Inc.
   ","Lake Ozark, MO",2016,109900,Fiberglass
1723470,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass
1723472,29,Sea Ray.290 Sundeck Outboard,MarineMax Clearwater,"Clearwater, Florida",2016,Request Price,Fiberglass,29,Sea Ray 290 Sundeck Outboard,"MarineMax Inc.
   ","Clearwater, FL",2016,Call for Price,Fiberglass
