_id,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material
1673458,32,Crownline.320 LS,Longshore Boats,"Charleston, South Carolina",2006,49900,Fiberglass,32,Crownline 320 LS,"Longshore Boats
   ","Charleston, SC",2006,49900,Fiberglass
1673521,32,Monterey.328 Super Sport,Tern Harbor Marina,"Hingham, Massachusetts",2016,Request Price,Fiberglass,32,Monterey 328 Super Sport,"Tern Harbor Marina LLC
   ","Hingham, MA",2016,Call for Price,Fiberglass
1673577,32,Monterey.328 Super Sport,Great Bay Marine- Islip Terrace,"Islip Terrace , New York",2016,Request Price,Fiberglass,32,Monterey 328 Super Sport,"Great Bay Marine- Islip Terrace
   ","Islip Terrace , NY",2016,1,Fiberglass
1673818,32,Monterey.328 Super Sport,Glencove Marina,"Lake Ozark, Montana",2016,Request Price,Fiberglass,32,Monterey 328 Super Sport,"Glencove Marina
   ","Lake Ozark, MT",2016,Call for Price,Fiberglass
1673874,32,Monterey.328 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2017,Request Price,Fiberglass,32,Monterey 328 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2017,1,Fiberglass
1673937,32,Monterey.328 Super Sport,North Florida Yacht Sales,"Jacksonville, Florida",2016,174900,Fiberglass,32,Monterey 328 Super Sport,"North Florida Yacht Sales
   ","Jacksonville, FL",2016,174900,Fiberglass
1674062,32,Chaparral.327 SSX,Sun Sport Marine,"Harrison Township, Michigan",2014,159000,Fiberglass,32,Chaparral 327 SSX,"Sun Sport Marine
   ","Harrison Township, MI",2014,159000,Fiberglass
1674345,32,Monterey.328 Super Sport,C-Jam Yacht Sales,"somers point, New Jersey",2012,102900,Fiberglass,32,Monterey 328 Super Sport,"C-Jam Yacht Sales
   ","somers point, NJ",2012,102900,Fiberglass
1674470,32,Monterey.328SS Super Sport ,C - Jam Yacht Sales -- Stevensville,"Stevensville, Maryland",2016,Request Price,Fiberglass,32,Monterey 328SS Super Sport,"C-Jam Yacht Sales
   ","Stevensville, MD",2016,Call for Price,Fiberglass
1674554,32,Monterey.328 Super Sport,Marine Tech Concepts,"Port Clinton, Ohio",2013,139995,Fiberglass,32,Monterey 328 Super Sport,"Pier 53 Marine
   ","Port Clinton, OH",2013,147900,Fiberglass
1674584,32,Monterey.328 Super Sport,Chicago Yacht Works,United States,2013,129990,Fiberglass,32,Monterey 328 Super Sport,"Chicago Yacht Works
   ",United States,2013,129990,Fiberglass
1674649,32,Chaparral.327 SSX,Formula Boats of Missouri,"Osage Beach, Missouri",2012,149995,Fiberglass,32,Chaparral 327 SSX,"Formula Boats of Missouri
   ","Osage Beach, MO",2012,149995,Fiberglass
1674716,32,Chaparral.327 SSX,ORANGE  BEACH  BOAT  SALES,"Orange Beach, Alabama",2012,139900,Fiberglass,32,Chaparral 327 SSX,"Knot 10 Yacht Sales
   ","Ft. Myers Beach, FL",2012,149700,Fiberglass
1674785,32,Cruisers Sport Series.328 CX,"Ugly John's Custom Boats, LLC.","Grand Lake, Oklahoma",2015,269900,Fiberglass,32,Cruisers Sport Series 328 CX,"Ugly John's Custom Boats, LLC.
   ","Grand Lake, OK",2015,269900,Fiberglass
1674791,32,Cruisers Sport Series.328 CX,"Ugly John's Custom Boats, LLC.","Grand Lake, Oklahoma",2015,269900,Fiberglass,32,Monterey 328 Super Sport,"Ugly John's Custom Boats, LLC.
   ","Grand Lake, OK",2015,153900,Fiberglass
1674901,32,Crownline.320LS LIFT KEPT,Brightwater Yacht Brokers Inc.,"Toms River, New Jersey",2006,52500,Fiberglass,32,Crownline 320LS LIFT KEPT,"Brightwater Yacht Brokers Inc.
   ","Toms River, NJ",2006,52500,Fiberglass
1674932,32,Crownline.320 LS,WORLDWIDE YACHT SALES INC.,"Cape Coral, Florida",2006,49008,Fiberglass,32,Crownline 320 LS,"Backwater Marine & Yacht Brokerage Inc
   ","Cape Coral, FL",2006,49995,Fiberglass
1674953,32,Crownline.320 LS,WORLDWIDE YACHT SALES INC.,"Cape Coral, Florida",2006,49008,Fiberglass,32,Crownline 320 LS,"WORLDWIDE YACHT SALES INC.
   ","Cape Coral, FL",2006,49008,Fiberglass
1675008,32,Boston Whaler.320 Vantage,MarineMax Pompano,"Pompano Beach, Florida",2016,329900,Fiberglass,32,Boston Whaler 320 Vantage,"MarineMax Inc.
   ","Pompano Beach, FL",2016,329900,Fiberglass
1675131,32,Crownline.320 LS,United Yacht Sales - New York,"Long Island, New York",2008,84900,Fiberglass,32,Crownline 320 LS,"United Yacht Sales
   ","Long Island, NY",2008,84900,Fiberglass
1675252,32,Chris-Craft.Launch 32,Grande Yachts International - Deerfield,"Deerfield Beach, Florida",2016,Request Price,Fiberglass,32,Chris-Craft Launch 32,"Grande Yachts International
   ","Deerfield Beach, FL",2016,Call for Price,Fiberglass
1675431,32,Chris-Craft.Launch 32,Harborside Yacht Sales,"Clinton, Connecticut",2017,Request Price,Fiberglass,32,Chris-Craft Launch 32,"Harborside Marina
   ","Clinton, CT",2017,Call for Price,Fiberglass
1675595,32,Chaparral.327 SSX,Seacoast-Heritage Yachts Newport Beach,"Newport Beach, California",2012,152500,Fiberglass,32,Chaparral 327 SSX,"Seacoast Yachts
   ","Newport Beach, CA",2012,152500,Fiberglass
1675719,32,Chaparral.327 SSX,Knot 10 Yacht Sales,"Ft. Myers Beach, Florida",2012,149700,Fiberglass,32,Chaparral 327 SSX,"Knot 10 Yacht Sales
   ","Ft. Myers Beach, FL",2012,149700,Fiberglass
1675769,32,Chaparral.327 SSX,Export Yacht & Ship,"Miami/ Coconut Grove, Florida",2012,149000,Fiberglass,32,Chaparral 327 SSX,"Export Yacht & Ship
   ","Miami/ Coconut Grove, FL",2012,149000,Fiberglass
1675856,32,Cruisers Sport Series.328 SS,"Ugly John's Custom Boats, LLC.","Catoosa, Oklahoma",2015,289900,Fiberglass,32,Cruisers Sport Series 328 SS,"Ugly John's Custom Boats, LLC.
   ","Catoosa, OK",2015,289900,Fiberglass
1675907,32,Monterey.328 Super Sport,Formula Boats,"St. Clair, Michigan",2013,129900,Fiberglass,32,Monterey 328 Super Sport,"Formula Boats
   ","St. Clair, MI",2013,129900,Fiberglass
1675909,32,Monterey.328 Super Sport,Formula Boats,"St. Clair, Michigan",2013,129900,Fiberglass,32,Monterey 328 Super Sport,"Lakeside Formula
   ","St. Clair Shores, MI",2013,129900,Fiberglass
1675966,32,Monterey.328 Super Sport,Lakeside Formula,"St. Clair Shores, Michigan",2013,129900,Fiberglass,32,Monterey 328 Super Sport,"Formula Boats
   ","St. Clair, MI",2013,129900,Fiberglass
1675968,32,Monterey.328 Super Sport,Lakeside Formula,"St. Clair Shores, Michigan",2013,129900,Fiberglass,32,Monterey 328 Super Sport,"Lakeside Formula
   ","St. Clair Shores, MI",2013,129900,Fiberglass
1676028,32,Monterey.328 Super Sport,Marina Delray Yacht Sales,"DELRAY BEACH, Florida",2013,135000,Fiberglass,32,Monterey 328 Super Sport,"Marina Delray Yacht Sales
   ","DELRAY BEACH, FL",2013,135000,Fiberglass
1676160,32,Monterey.328 Super Sport,Bob Hewes Boats at Arch Creek Marina,"North Miami, Florida",2014,Request Price,Fiberglass,32,Monterey 328 Super Sport,"Bob Hewes Boats at Arch Creek Marina
   ","North Miami, FL",2014,Call for Price,Fiberglass
1676275,32,Monterey.328 Super Sport,"Easy Sale USA, LLC","Miami, Florida",2013,129000,Fiberglass,32,Monterey 328 Super Sport,"Easy Sale
   ","Miami, FL",2013,129000,Fiberglass
1676378,32,Monterey.328 Super Sport,"Ugly John's Custom Boats, LLC.","Grand Lake, Oklahoma",2015,153900,Fiberglass,32,Cruisers Sport Series 328 CX,"Ugly John's Custom Boats, LLC.
   ","Grand Lake, OK",2015,269900,Fiberglass
1676384,32,Monterey.328 Super Sport,"Ugly John's Custom Boats, LLC.","Grand Lake, Oklahoma",2015,153900,Fiberglass,32,Monterey 328 Super Sport,"Ugly John's Custom Boats, LLC.
   ","Grand Lake, OK",2015,153900,Fiberglass
1676557,32,Monterey.328 Super Sport,Bob Hewes Boats at Arch Creek Marina,"North Miami, Florida",2011,129400,Fiberglass,32,Monterey 328 Super Sport,"Bob Hewes Boats at Arch Creek Marina
   ","North Miami, FL",2011,129400,Fiberglass
1676739,32,Monterey.328 SS Joystick (Anniversary),Aqua Blue Yacht Sales,"Fort Lauderdale, Florida",2011,105000,Fiberglass,32,Monterey 328 SS Joystick (Anniversary),"Aqua Blue Yacht Sales
   ","Fort Lauderdale, FL",2011,105000,Fiberglass
1676932,32,Sea Ray.310 SLX,MarineMax Norwalk,"Norwalk, Connecticut",2016,Request Price,Fiberglass,32,Sea Ray 310 SLX,"MarineMax Inc.
   ","Norwalk, CT",2016,Call for Price,Fiberglass
1677038,32,Pursuit.DC 325 Dual Console,"Ocean Blue Yacht Sales, LLC.","SE Florida, Florida",2017,Request Price,Fiberglass,32,Pursuit DC 325 Dual Console,"Ocean Blue Yacht Sales, LLC.
   ","SE Florida, FL",2017,Call for Price,Fiberglass
1677098,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677102,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677105,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677159,32,Pursuit.325 DC,Bosun Marine,"Mashpee, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Mashpee, MA",2017,Call for Price,Fiberglass
1677280,32,Pursuit.325 DC,Bosun Marine,"On Order, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","On Order, MA",2017,Call for Price,Fiberglass
1677334,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677338,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677341,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677511,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677515,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677518,32,Pursuit.325 DC,Bosun Marine,"Peabody, Massachusetts",2017,Request Price,Fiberglass,32,Pursuit 325 DC,"Bosun Marine
   ","Peabody, MA",2017,Call for Price,Fiberglass
1677704,32,Regal.3200 Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,Request Price,Fiberglass,32,Regal 3200 Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016,Call for Price,Fiberglass
1677759,32,Regal.3200 Bowrider,Sundance Marine USA,"Jensen Beach, Florida",2016,Request Price,Fiberglass,32,Regal 3200 Bowrider,"Sundance Marine USA
   ","Jensen Beach, FL",2016,Call for Price,Fiberglass
1677874,32,Sea Ray.310 SLX,Saba Marine,"Colchester, Vermont",2017,Request Price,Fiberglass,32,Sea Ray 310 SLX,"Saba Marine
   ","Colchester, VT",2017,Call for Price,Fiberglass
1678631,31,Four Winns.H310,Boater's Landing,"Ft.Myers, Florida",2013,99900,Fiberglass,31,Four Winns H310,"Boater's Landing
   ","Ft.Myers, FL",2013,99900,Fiberglass
1679755,31,Chaparral.310 Signature,Sunrise Marine,"Mary Esther, Florida",2015,Request Price,Fiberglass,31,Chaparral 310 Signature Cruiser,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2015,Call for Price,Fiberglass
1679828,31,Formula.310 Bowrider,Formula Boats of Missouri,"Osage Beach, Missouri",2016,219900,Fiberglass,31,Formula 310 Bowrider,"Formula Boats of Missouri
   ","Osage Beach, MO",2016,219900,Fiberglass
1679904,31,Formula.310 Bowrider,Chicago Yacht Works,"Chicago, Illinois",2016,219900,Fiberglass,31,Formula 310 Bowrider,"Chicago Yacht Works
   ","Chicago, IL",2016,219900,Fiberglass
1680234,31,Formula.310 Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,31,Formula 310 Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass
1680395,31,Formula.310 FX Bowrider,The Nautic Group,"Kemah, Texas",2017,Request Price,Fiberglass,31,Formula 310 FX Bowrider,"The Nautic Group
   ","Kemah, TX",2017,Call for Price,Fiberglass
1680470,31,Formula.310 BR,Dry Harbour Marine,United States,2017,225244,Fiberglass,31,Formula 310 BR,"Sales at Dry Harbour Marine
   ",United States,2017,225244,Fiberglass
1681255,31,Formula.310 Bowrider,Walker's Marine,"Marco Island, Florida",2012,110000,Fiberglass,31,Formula 310 Bowrider,"Walker's Yacht Sales
   ","Marco Island, FL",2012,110000,Fiberglass
1681328,31,Formula.310 Bowrider,Comstock Yacht Sales & Marina,"Brick - Offsite, New Jersey",2011,134900,Fiberglass,31,Formula 310 Bowrider,"Comstock Yacht Sales & Marina
   ","Brick - Offsite, NJ",2011,134900,Fiberglass
1681420,31,Formula.310 Bowrider,Sundance Marine USA,"Pompano Beach, Florida",2009,85000,Fiberglass,31,Formula 310 Bowrider,"Sundance Marine USA
   ","Pompano Beach, FL",2009,85000,Fiberglass
1681485,31,Formula.310 Bowrider,North Shore Boat Brokerage Inc.,United States,2013,169900,Fiberglass,31,Formula 310 Bowrider,"North Shore Boat Brokerage Inc.
   ",United States,2013,169900,Fiberglass
1681586,31,Formula.310 Sun Sport SS,Comstock Yacht Sales & Marina,"Brick, New Jersey",2012,119900,Fiberglass,31,Formula 310 Sun Sport SS,"Comstock Yacht Sales & Marina
   ","Brick, NJ",2012,119900,Fiberglass
1681732,31,Formula.310 BR,Virginia Yacht Brokers,"Chesapeake , Virginia",2015,179000,Fiberglass,31,Formula 310 BR,"Virginia Yacht Brokers
   ","Chesapeake , VA",2015,179000,Fiberglass
1682043,31,Formula.310 Bowrider,"IMG of Tampa Bay, Inc","St Petersburg, Florida",2016,223104,Fiberglass,31,Formula 310 Bowrider,"IMG of Tampa Bay, Inc
   ","St Petersburg, FL",2016,223104,Fiberglass
1682286,31,Formula.310 Bowrider,East Shore Marine,"Long Island , New York",2008,75000,Fiberglass,31,Formula 310 Bowrider,"East Shore Marine
   ","Long Island , NY",2008,75000,Fiberglass
1682363,31,Formula.310 BR,Bay Watch Marine LLC.,"Port Washington, NY, New York",2008,69900,Fiberglass,31,Formula 310 BR,"Bay Watch Marine LLC.
   ","Port Washington, NY, NY",2008,69900,Fiberglass
1682454,31,Four Winns. H-310,Quality Boats,"Clearwater, Florida",2013,139900,Fiberglass,31,Four Winns H-310,"Quality Boats
   ","Clearwater, FL",2013,139900,Fiberglass
1682545,31,Four Winns.310 Horizon,"HarborView Yacht Sales, LLC","Traverse City, Michigan",2009,75000,Fiberglass,31,Four Winns Horizon 310,"HarborView Yacht Sales, LLC
   ","Traverse City, MI",2009,75000,Fiberglass
1682628,31,Sea Ray.SLX 310,MarineMax Grand Lake,"Afton, Oklahoma",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Afton, OK",2017,Call for Price,Fiberglass
1682706,31,Sea Ray.SLX 310,MarineMax Buford,"Buford, Georgia",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Buford, GA",2017,Call for Price,Fiberglass
1682790,31,Sea Ray.SLX 310,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Lake Ozark, MO",2017,Call for Price,Fiberglass
1682792,31,Sea Ray.SLX 310,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Lake Ozark, MO",2017,Call for Price,Fiberglass
1682856,31,Pursuit.ST 310 Sport,Williams Yacht Group,United States,2015,Request Price,Fiberglass,31,Pursuit ST 310 Sport,"Williams Yacht Group
   ",United States,2015,Call for Price,Fiberglass
1682942,31,Monterey.318SS Super Sport,Sundance Marine USA,"Pompano Beach, Florida",2010,99900,Fiberglass,31,Monterey 318SS Super Sport,"Sundance Marine USA
   ","Pompano Beach, FL",2010,99900,Fiberglass
1683004,31,Four Winns.310,Punta Gorda Yacht Brokers,"Punta Gorda, Florida",2007,49500,Fiberglass,31,Four Winns 310,"Punta Gorda Yacht Brokers
   ","Punta Gorda, FL",2007,49500,Fiberglass
1683089,31,Four Winns.H310,Frank Gordon Yacht Sales,"Islamorada, Florida",2011,79000,Fiberglass,31,Four Winns H310,"Frank Gordon Yacht Sales
   ","Islamorada, FL",2011,79000,Fiberglass
1683185,31,Sea Ray.SLX 310,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Lake Ozark, MO",2017,Call for Price,Fiberglass
1683187,31,Sea Ray.SLX 310,MarineMax Lake Ozark,"Lake Ozark, Missouri",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Lake Ozark, MO",2017,Call for Price,Fiberglass
1683261,31,Four Winns.H310,Westchester Yacht Sales,"St. James, New York",2008,68800,Fiberglass,31,Four Winns H310,"Westchester Yacht Sales
   ","St. James, NY",2008,68800,Fiberglass
1683398,31,Four Winns.310,COMPLETE MARINE,"Pompano Beach, Florida",2007,46900,Fiberglass,31,Four Winns 310,"COMPLETE MARINE
   ","Pompano Beach, FL",2007,46900,Fiberglass
1683562,31,Four Winns.310 Horizon,Cedar Mills Marina and Resort,"Lake Texoma, Texas",2008,69000,Fiberglass,31,Four Winns 310 Horizon,"Cedar Mills Marina and Resort
   ","Lake Texoma, TX",2008,69000,Fiberglass
1683643,31,Four Winns.310 Horizon,InterMarine,"Dania Beach, Florida",2008,58000,Fiberglass,31,Four Winns 310 Horizon,"InterMarine
   ","Dania Beach, FL",2008,58000,Fiberglass
1683728,31,Monterey.318SS Super Sport,Dallas Boat Sales,"Possum Kingdom Lake, Texas",2008,69000,Fiberglass,31,Monterey 318SS Super Sport,"Dallas Boat Sales
   ","Possum Kingdom Lake, TX",2008,69000,Fiberglass
1683816,31,Sea Ray.SLX 310,MarineMax Somers Point,"Somers Point, New Jersey",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Somers Point, NJ",2017,Call for Price,Fiberglass
1683882,31,Sea Ray.310 SLX,MarineMax Somers Point,"Somers Point, New Jersey",2016,Request Price,Fiberglass,31,Sea Ray 310 SLX,"MarineMax Inc.
   ","Somers Point, NJ",2016,Call for Price,Fiberglass
1683963,31,Sea Ray.310 SLX,MarineMax Rogers,"Rogers, Minnesota",2016,Request Price,Fiberglass,31,Sea Ray 310 SLX,"MarineMax Inc.
   ","Rogers, MN",2016,Call for Price,Fiberglass
1684149,31,Sea Ray.SLX 310 OB,MarineMax Clearwater,"Clearwater, Florida",2017,Request Price,Fiberglass,31,Sea Ray SLX 310 OB,"MarineMax Inc.
   ","Clearwater, FL",2017,Call for Price,Fiberglass
1684298,31,Sea Ray.SLX 310 OB,MarineMax Pompano,"Pompano Beach, Florida",2017,Request Price,Fiberglass,31,Sea Ray SLX 310 OB,"MarineMax Inc.
   ","Pompano Beach, FL",2017,Call for Price,Fiberglass
1684374,31,Sea Ray.SLX 310,MarineMax Houston,"Seabrook, Texas",2017,Request Price,Fiberglass,31,Sea Ray SLX 310,"MarineMax Inc.
   ","Seabrook, TX",2017,Call for Price,Fiberglass
1684463,31,Sea Ray.SLX 310 OB,MarineMax Norwalk,"Norwalk, Connecticut",2017,Request Price,Fiberglass,31,Sea Ray SLX 310 OB,"MarineMax Inc.
   ","Norwalk, CT",2017,Call for Price,Fiberglass
1684696,31,Sea Ray.SLX 310 OB,MarineMax Brick,"Brick, New Jersey",2017,Request Price,Fiberglass,31,Sea Ray SLX 310 OB,"MarineMax Inc.
   ","Brick, NJ",2017,Call for Price,Fiberglass
1684763,31,Sea Ray.310 Sundancer,MarineMax Somers Point,"Somers Point, New Jersey",2002,54900,Other,31,Sea Ray 310 Sundancer,"MarineMax Inc.
   ","Somers Point, NJ",2002,54900,Other
1684924,31,Sea Ray.310 Sundancer,MarineMax Long Island,"Lindenhurst, New York",2008,99995,Fiberglass,31,Sea Ray 310 Sundancer,"MarineMax Inc.
   ","Lindenhurst, NY",2008,99995,Fiberglass
1684995,31,Sea Ray.310 SLX,Clarks Landing Yacht Sales - Shady Side,"Shady Side, Maryland",2016,Request Price,Fiberglass,31,Sea Ray 310 SLX,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Shady Side, MD",2016,Call for Price,Fiberglass
1685175,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass
1685182,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass
1685491,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass
1685498,31,Chaparral.307 SSX,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,1,Fiberglass
1685572,31,Chaparral.307 SSX,Pier 33,"St. Joseph, Michigan",2016,Request Price,Fiberglass,31,Chaparral 307 SSX,"Pier 33
   ","St. Joseph, MI",2016,Call for Price,Fiberglass
1685652,31,Chaparral.307 SSX,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2017,Request Price,Fiberglass,31,Chaparral 307 SSX,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2017,1,Fiberglass
1685883,31,Chaparral.307 SSX,Sunrise Marine,"Fort Walton Beach, Florida",2016,Request Price,Fiberglass,31,Chaparral 307 SSX,"Sunrise Marine - Boat Sales, Service & Parts
   ","Fort Walton Beach, FL",2016,Call for Price,Fiberglass
1686212,31,Chaparral.307 SSX,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2016,Request Price,Fiberglass,31,Chaparral 307 SSX,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2016,,Fiberglass
1686289,31,Chaparral.307 SSX,Plano Marine,"Plano, Texas",2014,159000,Fiberglass,31,Chaparral 307 SSX,"Plano Marine
   ","Plano, TX",2014,159000,Fiberglass
1686793,30,Chaparral.307 SSX 106F,Longshore Boats,"Charleston, South Carolina",2016,Request Price,Fiberglass,30,Chaparral 307 SSX 106F,"Longshore Boats
   ","Charleston, SC",2016,Call for Price,Fiberglass
1687224,30,Chaparral.307 SSX,Amity Harbor Marine Inc,"Amityville, New York",2016,Request Price,Fiberglass,30,Chaparral 307 SSX,"Amity Harbor Marine Inc
   ","Amityville, NY",2016,Call for Price,Fiberglass
1687644,30,Chaparral.307 SSX,Sun Sport Marine,"Harrison Township, Michigan",2015,Request Price,Fiberglass,30,Chaparral 307 SSX,"Sun Sport Marine
   ","Harrison Township, MI",2015,Call for Price,Fiberglass
1688170,30,Cobalt.302 w/ 8.2L's and Joystick,Nunmaker Yachts,"Madisonville, Louisiana",2014,Request Price,Fiberglass,30,Cobalt 302 w/ 8.2L's and Joystick,"Nunmaker Yachts
   ","Madisonville, LA",2014,1,Fiberglass
1688501,30,Cobalt.302 Bowrider TWIN VOLVO V8-300 CE DP WITH JOYSTICK,Ross Yacht Sales,"TARPON SPRINGS, Florida",2016,199900,Fiberglass,30,Cobalt 302 Bowrider TWIN VOLVO V8-300 CE DP WITH JOYSTICK,"Ross Yacht Sales
   ","TARPON SPRINGS, FL",2016,199900,Fiberglass
1688661,30,Chris-Craft.Calypso 30,Bosun Marine,"Inbound, Massachusetts",2017,Request Price,Fiberglass,30,Chris-Craft Calypso 30,"Bosun Marine
   ","Inbound, MA",2017,Call for Price,Fiberglass
1688761,30,Chris-Craft.Calypso 30,Harborside Yacht Sales,"Clinton, Connecticut",2017,Request Price,Fiberglass,30,Chris-Craft Calypso 30,"Harborside Marina
   ","Clinton, CT",2017,Call for Price,Fiberglass
1689023,30,Cobalt.R30 Cobalt,Village Marina & Yacht Club,United States,2016,Request Price,Fiberglass,30,Cobalt R30 Cobalt,"Village Marina & Yacht Club
   ",United States,2016,Call for Price,Fiberglass
1689872,30,Crownline.300LS BR,Amity Harbor Marine Inc,"Amityville, New York",2008,59995,Fiberglass,30,Crownline 300LS BR,"Amity Harbor Marine Inc
   ","Amityville, NY",2008,59995,Fiberglass
1689956,30,Crownline.305 SS Bow Rider,"Ozark Yacht Brokers, Inc.","Lake Ozark, Missouri",2012,89900,Fiberglass,30,Crownline 305 SS Bow Rider,"Ozark Yacht Brokers, Inc.
   ","Lake Ozark, MO",2012,89900,Fiberglass
1690408,30,Sea Ray.300 SLX,MarineMax Clearwater,"Clearwater, Florida",2015,183750,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Clearwater, FL",2015,183750,Fiberglass
1690495,30,Sea Ray.300 SLX,MarineMax Port Clinton,"Port Clinton, Ohio",2015,198450,Fiberglass,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Port Clinton, OH",2015,198450,Fiberglass
1690570,30,Sea Ray.300 SLX,MarineMax Cumming,"Cumming, Georgia",2015,Request Price,Other,30,Sea Ray 300 SLX,"MarineMax Inc.
   ","Cumming, GA",2015,Call for Price,Other
1690731,30,Sea Ray.30 SELECT,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2010,88900,Fiberglass,30,Sea Ray 30 SELECT,"MarineMax Inc.
   ","Ship Bottom, NJ",2010,88900,Fiberglass
1690817,30,Sea Ray.30 SUNDECK ,WORLDWIDE YACHT SALES INC.,"CAPE CORAL , Florida",2012,69900,Fiberglass,30,Sea Ray 30 SUNDECK,"WORLDWIDE YACHT SALES INC.
   ","CAPE CORAL , FL",2012,69900,Fiberglass
1691247,30,Larson.Cabrio 290 Mid Cabin,Sunrise Marine,"Mary Esther, Florida",2007,54900,Fiberglass,30,Larson 290 CABRIO CRUISER,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2007,54900,Fiberglass
1691323,30,Grady-White.306 CANYON with HELM MASTER,Bluewater Yacht Sales,"Stevensville, Maryland",2015,220000,Fiberglass,30,Grady-White 306 CANYON with HELM MASTER,"Bluewater Yacht Sales
   ","Stevensville, MD",2015,220000,Fiberglass
