_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,rtable_Length_ft,rtable_Make_Model,rtable_seller,rtable_location,rtable_year
52345,85,84,35,Sea Ray.350 SLX,Ludington Yacht Sales,"SPRING LAKE, Michigan",2016,35,Sea Ray 350 SLX,"Ludington Yacht Sales
   ","SPRING LAKE, MI",2016
52526,99,76,35,Sea Ray.350 SLX,Marine Tech Concepts,"Port Clinton, Ohio",2015,35,Sea Ray 350 SLX,"Strong's Marine
   ","Port Washington, NY",2015
52600,102,87,35,Sea Ray.350 SLX,Chicago Yacht Works,United States,2015,35,Sea Ray 350 SLX,"Chicago Yacht Works
   ",United States,2015
52619,10,25,36,Chris-Craft.Launch 36,Harborside Yacht Sales,"Clinton, Connecticut",2017,36,Chris Craft Launch 36,"Harborside Marina
   ","Clinton, CT",2017
60672,7479,3505,19,Chaparral.19 H2O Sport,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2017,19,Chaparral 19 H2O Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2017
61015,7480,3514,19,Chaparral.19 H2O Sport,A & S Boats,United States,2017,19,Chaparral 19 H2O Sport,"A & S Boats
   ",United States,2017
61049,7480,3548,19,Chaparral.19 H2O Sport,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
61052,7480,3551,19,Chaparral.19 H2O Sport,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
62001,7483,3498,19,Chaparral.19 H2O Sport,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,19,Chaparral 19 H2O Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017
63004,7486,3499,19,Chaparral.H20 19 Sport Bowrider,Sunrise Marine,"Mary Esther, Florida",2017,19,Chaparral H20 19 Sport Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2017
64688,7491,3513,19,Chaparral.19 H2O Sport,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2016,19,Chaparral 19 H2O Sport,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2016
66011,7495,3500,19,Chaparral.19 H2O Sport,Saba Marine,"Colchester, Vermont",2016,19,Chaparral 19 H2O Sport,"Saba Marine
   ","Colchester, VT",2016
68365,7502,3516,19,Chaparral.19 Sport H2O,Pier 33,"St. Joseph, Michigan",2012,19,Chaparral 19 Sport H2O,"Pier 33
   ","St. Joseph, MI",2012
73704,7518,3511,19,Glastron.GLS 195,Keenan Marina,"SPRING LAKE, Michigan",2009,19,Glastron GLS 195,"Keenan Marina
   ","SPRING LAKE, MI",2009
80071,7537,3532,19,2007 Regal.19' sport boat,Nunmaker Yachts,Madisonville,2007,19,2007 Regal 19' sport boat,"Nunmaker Yachts
   ","Madisonville, United States",2007
84489,7550,3608,19,Grady-White 2013 Yamaha F150.192 TOURNAMENT ,Fred Mix Yachts of Hilton Head,"Beaufort, South Carolina",1990,19,Grady-White 2013 Yamaha F150 192 TOURNAMENT,"Fred Mix Yachts of Hilton Head
   ","Beaufort, SC",1990
85419,7553,3536,19,Bayliner.19 Br,Port Harbor Marine,"Raymon, Maine",2006,19,Bayliner 19' BR,"Port Harbor Marine
   ","Raymon, ME",2006
86082,7555,3531,19,Bayliner.19' Capri Bowrider,Brian's Marina,United States,1991,19,Bayliner 19' Capri Bowrider,"Brian's Marina
   ",United States,1991
86418,7556,3533,19,Bayliner.1900 Capri Bowrider,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",1986,19,Bayliner 19 CAPRI,"Fox Chapel Marine
   ","PITTSBURGH, PA",1986
87083,7558,3530,19,Bayliner.190 Bowrider,Pennybridge Marine,"Stony Point, New York",2014,19,Bayliner 190 Bowrider,"Pennybridge Marine
   ","Stony Point, NY",2014
88750,7563,3527,19,Bayliner.1900 Deck Boat,East Shore Marine,"Lindenhurst, New York",2014,19,Bayliner 1900 Deck Boat,"East Shore Marine
   ","Lindenhurst, NY",2014
89420,7565,3529,19,Bayliner.190 Deck Boat,Great Southern Yacht Company,"Pensacola , Florida",2007,19,Bayliner 190 Deck Boat,"Great Southern Yacht Company
   ","Pensacola , FL",2007
92777,7575,3546,19,Bayliner.195 Bowrider,MarineMax Pensacola,"Pensacola, Florida",2013,19,Bayliner 195 Bowrider,"MarineMax Inc.
   ","Pensacola, FL",2013
93106,7576,3541,19,Bayliner.195 Bowrider,Dredge Harbor Boat Center LLC.,"Delran, New Jersey",2012,19,Bayliner 195 Bowrider,"Dredge Harbor Boat Center LLC.
   ","Delran, NJ",2012
96440,7586,3535,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008
96444,7586,3539,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008
97108,7588,3535,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008
97112,7588,3539,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008
98115,7591,3540,19,Bayliner.195 Bowrider,"Onekama Marine, Inc.","Onekama, Michigan",2008,19,Bayliner 195 Bowrider,"Onekama Marine, Inc.
   ","Onekama, MI",2008
99448,7595,3537,19,Bayliner.195 Bowrider,Captain Robert Heay,"Port Orchard, Washington",2007,19,Bayliner 195 Bowrider,"Robert Heay's Port Orchard Yacht Sales, Inc
   ","Port Orchard, WA",2007
101467,7601,3552,19,Bayliner.195 Discovery,Beacon Light Marina,"Middle River, Maryland",2006,19,Bayliner 195 Discovery,"Beacon Light Marina
   ","Middle River, MD",2006
103135,7606,3550,19,Bayliner Capri.195 LX Bowrider,Executive Boat & Yacht Brokerage,"Salt Lake City, Utah",2001,19,Bayliner Capri 195 LX Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",2001
105466,7613,3543,19,Bayliner.195 Bowrider,Oakdale Yacht Sales,"OAKDALE, New York",2006,19,Bayliner 195 Bowrider,"Oakdale Yacht Sales
   ","OAKDALE, NY",2006
121170,7660,3549,19,Boston Whaler.Montauk,Blue Marlin Boats,"Seaford, New York",2009,19,Boston Whaler MONTAUK,"Blue Marlin Boats
   ","Seaford, NY",2009
124506,7670,3545,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2017,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2017
125422,7672,3793,19,Chaparral.19 H2O Sport,Jacksonville Boat Sales,"Jacksonville Beach, Florida",2017,19,NauticStar 193 SC SPORT DECK,"North Florida Yacht Sales
   ","Jacksonville, FL",2017
125477,7673,3514,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Sport,"A & S Boats
   ",United States,2017
125511,7673,3548,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
125514,7673,3551,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
125811,7674,3514,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Sport,"A & S Boats
   ",United States,2017
125845,7674,3548,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
125848,7674,3551,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017
126202,7675,3571,19,Chaparral.19 H2O Sport,Amity Harbor Marine Inc,"Amityville, New York",2017,19,Chaparral 19 H2O Sport,"Amity Harbor Marine Inc
   ","Amityville, NY",2017
126530,7676,3565,19,Chaparral.19 Sport H2O,Sun Sport Marine,"Harrison Township, Michigan",2016,19,Chaparral 19 Sport H2O,"Sun Sport Marine
   ","Harrison Township, MI",2016
129852,7686,3547,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016
129864,7686,3559,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016
130867,7689,3560,19,Chaparral.19 Sport H2O,Milius Marine,"East Hampton, New York",2013,19,Chaparral 19 Sport H2O,"Milius Marine
   ","East Hampton, NY",2013
131536,7691,3561,19,Chaparral.19' H2O,Anchor Marine,"Farmingdale, New Jersey",2014,19,Chaparral 19' H2O,"Anchor Marine
   ","Farmingdale, NJ",2014
132190,7693,3547,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016
132202,7693,3559,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016
136543,7706,3558,19,Chaparral.190 SSi,Amity Harbor Marine Inc,"Amityville, New York",2006,19,Chaparral 190 SSi,"Amity Harbor Marine Inc
   ","Amityville, NY",2006
137884,7710,3563,19,Chaparral.19 Sport H2O,Dare Marina & Yacht Sales,"Yorktown, Virginia",2012,19,Chaparral 19 Sport H2O,"Dare Marina & Yacht Sales
   ","Yorktown, VA",2012
139214,7714,3557,19,Chaparral.196 SSi,Legendary Marine Ft. Walton Beach,"Fort Walton Beach, Florida",2001,19,Chaparral 196 SSi,"Legendary Marine
   ","Fort Walton Beach, FL",2001
146244,7735,3573,19,Crownline.19 SS,"Twin City Marine, Inc.","Central Falls, Rhode Island",2008,19,Crownline 19 SS,"Twin City Marine, Inc.
   ","Central Falls, RI",2008
150585,7748,3572,19,Crownline.195 SS,Hossack Marine Sales Inc,"ST CLAIR SHORES , Michigan",2013,19,Crownline 195 SS,"Hossack Marine Sales Inc
   ","ST CLAIR SHORES , MI",2013
153929,7758,3576,19,Four Winns.F 190,Westchester Yacht Sales,"Mamaroneck, New York",2017,19,Four Winns F 190,"Westchester Yacht Sales
   ","Mamaroneck, NY",2017
154590,7760,3569,19,Four Winns.190 Horizon,Boats of Dallas,"Dallas, Texas",2005,19,Four Winns 190 Horizon,"Boats of Dallas
   ","Dallas, TX",2005
161602,7781,3567,19,Four Winns.190 Horizon,AM PM MARINE,"Pasadena, Maryland",1995,19,Four Winns 190 Horizon,"AM PM MARINE
   ","Pasadena, MD",1995
161937,7782,3568,19,Four Winns.190 Horizon,Boulder Boats,"Henderson, Nevada",1996,19,Four Winns 190 Horizon,"Boulder Boats
   ","Henderson, NV",1996
162935,7785,3564,19,Four Winns.190 Horizon,"Twin City Marine, Inc.","Central Falls, Rhode Island",2002,19,Four Winns 190 Horizon,"Twin City Marine, Inc.
   ","Central Falls, RI",2002
171319,7810,3598,19,Four Winns.H190,Boulder Boats,"Henderson, Nevada",2014,19,Four Winns H190,"Boulder Boats
   ","Henderson, NV",2014
178993,7833,3590,19,Four Winns.H190RS,Boulder Boats - Arizona,"Mesa, Arizona",2013,19,Four Winns H190RS,"Boulder Boats
   ","Mesa, AZ",2013
182677,7844,3600,19,Grady-White.19 Tournament,New Jersey Outboards,"Bayville, New Jersey",1987,19,Grady White 19 Tournament,"New Jersey Outboards
   ","Bayville, NJ",1987
186352,7855,3601,19,Glastron.SX 195,Landmark Yacht Sales,"Tampa, Florida",2005,19,Glastron SX 195,"Landmark Yacht Sales
   ","Tampa, FL",2005
186684,7856,3599,19,Grady-White.19 Tournament,Middle Sound Boatworks,"Wilmington, North Carolina",1987,19,Grady White 19 Tournament,"Middle Sound Boatworks
   ","Wilmington, NC",1987
187365,7858,3612,19,Grady-White.Freedom 192,"Carolina Boat Brokerage , LLC","Charleston, South Carolina",2013,19,Grady-White Freedom 192,"Carolina Boat Brokerage, LLC
   ","Charleston, SC",2013
188025,7860,3604,19,Grady-White.192 Tournament,"Berry-Boger Yacht Sales, Inc.","North Myrtle Beach, South Carolina",1998,19,Grady White 192 Tournament,"Berry-Boger Yacht Sales, Inc.
   ","North Myrtle Beach, SC",1998
189037,7863,3614,19,Grady-White.192 Freedom,Cannons Marina,"Longboat Key, Florida",2012,19,Grady-White 192 Freedom,"Cannons Marina
   ","Longboat Key, FL",2012
189360,7864,3603,19,Grady-White.190 Tournament,Magnum Marine,"Hampstead, North Carolina",1994,19,Grady White 190 Tournament,"Magnum Marine
   ","Hampstead, NC",1994
190354,7867,3595,19,Grady-White.19 Tournament,Somers Point Marina,"Somers Point, New Jersey",1985,19,Grady White 19 Tournament,"Somers Point Marina
   ","Somers Point, NJ",1985
198732,7892,3623,19,Mariah.19 SX,Nautical Ventures,"North Palm Beach, Florida",2005,19,Mariah 19 SX,"Nautical Ventures
   ","North Palm Beach, FL",2005
200066,7896,3621,19,Mastercraft.ProStar 190,Ludington Yacht Sales,"Manistee, Michigan",1986,19,Mastercraft ProStar 190,"Ludington Yacht Sales
   ","Manistee, MI",1986
202235,7902,3786,19,Yamaha Marine.AR190,Beacon Light Marina,"Middle River, Maryland",2016,19,Yamaha Marine AR190,"Beacon Light Marina
   ","Middle River, MD",2016
208422,7921,3627,19,Monterey.204 Fs,Dry Harbour Marine,"Charlevoix, Michigan",2015,19,Monterey 204 FS,"Sales at Dry Harbour Marine
   ","Charlevoix, MI",2015
209429,7924,3632,19,Monterey.218 Super Sport ROSWELL SURF ,Lighthouse Harbor Marina,"LAKE WALLENPAUPACK, GREENTOWN, Pennsylvania",2016,19,Monterey 218 Super Sport ROSWELL SURF,"Lighthouse Harbor Marina
   ","LAKE WALLENPAUPACK, GREENTOWN, PA",2016
211751,7931,3616,19,Monterey.196 MS,Dry Harbour Marine,"Charlevoix, Michigan",2016,19,Monterey 196 MS,"Sales at Dry Harbour Marine
   ","Charlevoix, MI",2016
212425,7933,3622,19,Monterey.196 MS New Model,Tern Harbor Marina,"Hingham, Massachusetts",2015,19,Monterey 196 MS New Model,"Tern Harbor Marina LLC
   ","Hingham, MA",2015
213431,7936,3626,19,Nautic Star.193 SC,COMPLETE MARINE,"Pompano Beach, Florida",2017,19,NAUTIC STAR 193 SC,"COMPLETE MARINE
   ","Pompano Beach, FL",2017
213439,7936,3634,19,Nautic Star.193 SC,COMPLETE MARINE,"Pompano Beach, Florida",2017,19,NAUTIC STAR 193 SC,"COMPLETE MARINE
   ","Pompano Beach, FL",2017
213574,7936,3769,19,Nautic Star.193 SC,COMPLETE MARINE,"Pompano Beach, Florida",2017,19,Stingray 182 SC,"Sundance Marine USA
   ","Pompano Beach, FL",2017
216470,7945,3659,19,Sea Ray.185,Nautical Ventures,"Miami, Florida",2012,19,Sea Ray 185,"Nautical Ventures
   ","Miami, FL",2012
217134,7947,3655,19,Sea-pro.190 Dual Console,Sundance Boat Sales,"Pasadena, Maryland",1996,19,Sea Pro 190 Dual Console,"Sundance Boat Sales, Inc.
   ","Pasadena, MD",1996
220847,7958,3694,19,Sea Ray.19 SPX Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,19,Sea Ray 19 SPX Outboard,"Hall Marine Group
   ",United States,2017
221165,7959,3678,19,Sea Ray.19 SPX Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016
221495,7960,3674,19,Sea Ray.19 SPX,MarineMax Dallas,"Lewisville, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Lewisville, TX",2016
221824,7961,3669,19,Sea Ray.19 SPX,B & E Marine,"Michigan City, Indiana",2017,19,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2017
222158,7962,3669,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,19,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2017
222202,7962,3713,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,19,Sea Ray SPX 190,"MarineMax Inc.
   ","Panama City Beach, FL",2017
222218,7962,3729,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,19,Sea Ray SPX 190 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017
222516,7963,3693,19,Sea Ray.19 SPX Outboard,Hall Marine Group-Sea Ray of Charleston,"Charleston, South Carolina",2017,19,Sea Ray 19 SPX Outboard,"Hall Marine Group
   ","Charleston, SC",2017
222837,7964,3680,19,Sea Ray.19 SPX Outboard,MarineMax Westbrook,"Westbrook, Connecticut",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016
223158,7965,3667,19,Sea Ray.19 SPX,MarineMax Long Island,"Lindenhurst, New York",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Lindenhurst, NY",2016
223498,7966,3673,19,Sea Ray.19 SPX,MarineMax Gulf Shores,"Gulf Shores, Alabama",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Gulf Shores, AL",2016
223815,7967,3656,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
223823,7967,3664,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
223824,7967,3665,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
223835,7967,3676,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
223836,7967,3677,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
223838,7967,3679,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
224483,7969,3656,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
224491,7969,3664,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
224492,7969,3665,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
224503,7969,3676,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
224504,7969,3677,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
224506,7969,3679,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
224831,7970,3670,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016
224832,7970,3671,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016
225151,7971,3656,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225159,7971,3664,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225160,7971,3665,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225171,7971,3676,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
225172,7971,3677,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
225174,7971,3679,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
225499,7972,3670,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016
225500,7972,3671,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016
225819,7973,3656,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225827,7973,3664,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225828,7973,3665,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
225839,7973,3676,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
225840,7973,3677,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
225842,7973,3679,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
226165,7974,3668,19,Sea Ray.19 SPX,MarineMax Pompano,"Pompano Beach, Florida",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Pompano Beach, FL",2016
226487,7975,3656,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
226495,7975,3664,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
226496,7975,3665,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
226507,7975,3676,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
226508,7975,3677,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
226510,7975,3679,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
228157,7980,3656,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
228165,7980,3664,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
228166,7980,3665,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016
228177,7980,3676,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
228178,7980,3677,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
228180,7980,3679,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016
230854,7988,3681,19,Sea Ray.19 SPX OB w Warranty,Brightwater Yacht Brokers Inc.,"MT. BETHEL, Pennsylvania",2016,19,Sea Ray 19 SPX OB w Warranty,"Brightwater Yacht Brokers Inc.
   ","MT. BETHEL, PA",2016
