index,used,power,price_US,year,class,hull_material,seller,Length_ft,location,make_model,
3994,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Dallas,23,"Lewisville, Texas",Sea Ray.SLX 230,
3995,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Osage Beach,23,"Osage Beach, Missouri",Sea Ray.SLX 230,
3996,yes,yes,Request Price,2017,Bowrider,Fiberglass,Sea Ray Boats Inc.,23,,Sea Ray.SLX 230,
3997,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Rogers,23,"Rogers, Minnesota",Sea Ray.SLX 230,
3998,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Port Clinton,23,"Port Clinton, Ohio",Sea Ray.SLX 230,
3999,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Long Island,23,"Lindenhurst, New York",Sea Ray.SLX 230,
4000,yes,yes,6996,1987,Bowrider,Fiberglass,Plano Marine - Plano,23,"Plano, Texas",Sea Ray.230 Sorrento,
4001,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Norwalk,23,"Norwalk, Connecticut",Sea Ray.SLX 230,
4002,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Clearwater,23,"Clearwater, Florida",Sea Ray.SLX 230,
4003,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Westbrook,23,"Westbrook, Connecticut",Sea Ray.SLX 230,
4004,yes,yes,Request Price,2017,Bowrider,Fiberglass,B & E Marine,23,"Michigan City, Indiana",Sea Ray.230 SLX,
4005,yes,yes,Request Price,2017,Bowrider,Other,SkipperBud's - Grand Haven,23,"Grand Haven, Michigan",Sea Ray.230 SLX,
4006,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Lake Conroe,23,"Montgomery, Texas",Sea Ray.SLX 230,
4007,yes,yes,Request Price,2017,Bowrider,Fiberglass,Newport Beach,23,"Newport Beach, California",Sea Ray.SLX 230,
4008,yes,yes,Request Price,2017,Bowrider,Fiberglass,"B & E Marine, Inc.",23,"Michigan City, Indiana",Sea Ray.230 SLX,
4009,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Pompano,23,"Pompano Beach, Florida",Sea Ray.SLX 230,
4010,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Jacksonville at Beach Marine,23,"Jacksonville, Florida",Sea Ray.SLX 230,
4011,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Orlando,23,"Orlando, Florida",Sea Ray.SLX 230,
4012,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Cumming,23,"Cumming, Georgia",Sea Ray.230 SLX,
4013,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Dallas,23,"Lewisville, Texas",Sea Ray.230 SLX,
4014,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Rogers,23,"Rogers, Minnesota",Sea Ray.230 SLX,
4015,yes,yes,Request Price,2016,Bowrider,Fiberglass,Irwin Marine,23,"Laconia, New Hampshire",Sea Ray.230 SLX,
4016,yes,yes,Request Price,2017,Bowrider,Fiberglass,Saba Marine,23,"Colchester, Vermont",Sea Ray.230 SLX,
4017,yes,yes,Request Price,2017,Bowrider,Fiberglass,"East Side Marine, Inc",23,"Evansville, Indiana",Sea Ray.230 SLX,
4018,yes,yes,Request Price,2017,Bowrider,Fiberglass,Dry Dock Boat Sales & Marine Center of Las Vegas,23,"Las Vegas, Nevada",Sea Ray.SLX 230,
4019,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hall Marine Group-Sea Ray of Greenville,23,United States,Sea Ray.230 SLX,
4020,yes,yes,56500,2015,Bowrider,Fiberglass,MarineMax Norwalk,23,"Norwalk, Connecticut",Sea Ray.230 Select,
4021,yes,yes,Request Price,2016,Bowrider,Fiberglass,Saba Marine,23,"Colchester, Vermont",Sea Ray.230 SLX,
4022,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hall Marine Group,23,United States,Sea Ray.230 SLX,
4023,yes,yes,59900,2015,Bowrider,Fiberglass,MarineMax Sarasota,23,"Sarasota, Florida",Sea Ray.230 Select,
4024,yes,yes,Request Price,2016,Bowrider,Fiberglass,Smith Boys Jansen Marine Of Canandaigua,23,"Naples, New York",Sea Ray.230 SLX,
4025,yes,yes,83000,2016,Bowrider,Fiberglass,Irish Boat Shop,23,"Harbor Springs, Michigan",Sea Ray.230 SLX,
4026,yes,yes,Request Price,2016,Bowrider,Other,Smith Boys Of Rochester,23,"Rochester, New York",Sea Ray.230 SLX,
4027,yes,yes,89900,2016,Bowrider,Fiberglass,American Boat Center,23,"Knoxville, Tennessee",Sea Ray.230 SLX,
4028,yes,yes,Request Price,2016,Bowrider,Fiberglass,Mau Marine,23,"Okoboji, Iowa",Sea Ray.230 SLX,
4029,yes,yes,Request Price,2016,Bowrider,Other,Skipper Bud's Volo,23,"Round Lake, Illinois",Sea Ray.230 SLX,
4030,yes,yes,Request Price,2016,Bowrider,Other,Skipper Bud's Pewaukee,23,"Pewaukee, Wisconsin",Sea Ray.230 SLX,
4031,yes,yes,Request Price,2015,Bowrider,Fiberglass,Deep Creek Marina,23,"McHenry, Maryland",Sea Ray.230 SLX,
4032,yes,yes,Request Price,2015,Bowrider,Fiberglass,Fox Chapel Marine,23,Pennsylvania,Sea Ray.230 SLX,
4033,yes,yes,Request Price,2015,Bowrider,Fiberglass,Fox Chapel Marine,23,"Pittsburgh, Pennsylvania",Sea Ray.230 SLX,
4034,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Orlando,23,"Orlando, Florida",Sea Ray.230 SLX,
4035,yes,yes,Request Price,2015,Bowrider,Fiberglass,Erwin Marine Sales Huntsville,23,"Huntsville, Alabama",Sea Ray.230 SLX,
4036,yes,yes,Request Price,2011,Bowrider,Other,Deep Creek Marina,23,"McHenry, Maryland",Sea Ray.230 SLX,
4037,yes,yes,39995,2011,Bowrider,Fiberglass,Hall Marine Group,23,United States,Sea Ray.230 SLX,
4038,yes,yes,27995,2011,Bowrider,Fiberglass,Irwin Marine,23,"Laconia, New Hampshire",Sea Ray.230 SLX,
4039,yes,yes,Request Price,2010,Bowrider,Fiberglass,Deep Creek Marina,23,"McHenry, Maryland",Sea Ray.230 Select,
4040,yes,yes,Request Price,2010,Bowrider,Fiberglass,Top Notch Marine - Melbourne,23,"Melbourne, Florida",Sea Ray.230 Select,
4041,yes,yes,54995,2013,Bowrider,Fiberglass,Nunmaker Yachts,23,"Madisonville, Louisiana",Sea Ray.230 SLX,
4042,yes,yes,32500,2013,Bowrider,Fiberglass,POP Yachts,23,"Townsville, South Carolina",Sea Ray.230 SLX,
4043,yes,yes,52900,2014,Bowrider,Other,Sundance Marine,23,"Grand Junction, Colorado",Sea Ray.230 Select,
4044,yes,yes,Request Price,2013,Bowrider,Other,Deep Creek Marina,23,"McHenry, Maryland",Sea Ray.230 SLX,
4045,yes,yes,Request Price,2010,Bowrider,Fiberglass,Top Notch Marine - Pompano,23,"Pompano, Florida",Sea Ray.230 Select,
4046,yes,yes,28900,2010,Bowrider,Fiberglass,Park Marine Boating Centers,23,"Gainesville, Georgia",Sea Ray.230 Sea Ray,
4047,yes,yes,39900,2010,Bowrider,Fiberglass,Export Marine Inc.,23,"Little Rock, Arkansas",Sea Ray.230 Select,
4048,yes,yes,Request Price,2010,Bowrider,Fiberglass,"Top Notch Marine, Inc.",23,"Fort Pierce, Florida",Sea Ray.230 Select,
4049,yes,yes,34900,2010,Bowrider,Fiberglass,Yacht Sales International.com,23,"Cape Coral, Florida",Sea Ray.230 Select,
4050,yes,yes,33595,2009,Bowrider,Fiberglass,MarineMax Rogers,23,"Rogers, Minnesota",Sea Ray.230 Sundeck,
4051,yes,yes,44900,2012,Bowrider,Fiberglass,POP Yachts,23,"Key Biscayne, Florida",Sea Ray.230 SLX,
4052,yes,yes,35900,2009,Bowrider,Fiberglass,MarineMax Ship Bottom,23,"Ship Bottom, New Jersey",Sea Ray.230 Sundeck,
4053,yes,yes,42300,2008,Bowrider,Fiberglass,POP Yachts,23,"Dadeville, Alabama",Sea Ray.230 Select Fission,
4054,yes,yes,31990,2009,Bowrider,Fiberglass,Knoxville Yacht Sales,23,"Knoxville, Tennessee",Sea Ray.230 Sundeck,
4055,yes,yes,29900,2009,Bowrider,Fiberglass,Palm City Yachts,23,"Lananta, Florida",Sea Ray.230 Sundeck,
4056,yes,yes,42500,2009,Bowrider,Fiberglass,"Your New Boat, LLC",23,"Andersonville, Tennessee",Sea Ray.230 Select Fission,
4057,yes,yes,39999,2008,Bowrider,Other,MarineMax Buford,23,"Buford, Georgia",Sea Ray.230 Select Fission,
4058,yes,yes,29999,2009,Bowrider,Fiberglass,Cast Off Yacht Sales,23,"Forked River, New Jersey",Sea Ray.230 Sundeck,
4059,yes,yes,26990,2007,Bowrider,Fiberglass,Aquasitions,23,"Alpharetta, Georgia",Sea Ray.230 Select,
4060,yes,yes,28999,2007,Bowrider,Fiberglass,COMPLETE MARINE,23,"Pompano beach , Florida",Sea Ray.230 Select,
4061,yes,yes,23500,2008,Bowrider,Fiberglass,GULF COAST BOATING CENTER,23,"KEMAH, Texas",Sea Ray.230 Select,
4062,yes,yes,33300,2007,Bowrider,Fiberglass,POP Yachts,23,"Mobile, Alabama",Sea Ray.230 Select,
4063,yes,yes,36500,2008,Bowrider,Other,POP Yachts,23,"Las Vegas, Nevada",Sea Ray.230 Select,
4064,yes,yes,29900,2008,Bowrider,Fiberglass,Hall Marine Yacht Brokerage,23,"Charleston, South Carolina",Sea Ray.230 Sundeck,
4065,yes,yes,24997,2008,Bowrider,Fiberglass,Cast Off Yacht Sales,23,"Forked River ON SITE, New Jersey",Sea Ray.230 Select,
4066,yes,yes,49500,2008,Bowrider,Fiberglass,Executive Boat & Yacht Brokerage,23,"Rifle, Colorado",Sea Ray.230 Select Fission Bowrider,
4067,yes,yes,49900,2012,Bowrider,Fiberglass,Sea Ray of Cincinnati,23,"Cincinnati, Ohio",Sea Ray.230 SLX,
4068,yes,yes,14995,1997,Bowrider,Fiberglass,Sea Ray of Louisville,23,"Louisville, Kentucky",Sea Ray.230 Bowrider,
4069,yes,yes,Request Price,2016,Bowrider,Fiberglass,Sea Ray of Cincinnati,23,"Cincinnati, Ohio",Sea Ray.230 SLX,
4070,yes,yes,9995,1991,Bowrider,Fiberglass,MarineMax Lake Hopatcong,23,"Lake Hopatcong, New Jersey",Sea Ray.230 Cuddy,
4071,yes,yes,12900,1996,Bowrider,Fiberglass,Irwin Marine,23,"Laconia, New Hampshire",Sea Ray.230 Overnighter Select,
4072,yes,yes,13995,1997,Bowrider,Fiberglass,Mariner's Landing,23,"Cincinnati, Ohio",Sea Ray.230 signature select,
4073,yes,yes,39900,2007,Bowrider,Fiberglass,POP Yachts,23,"Cantonment, Florida",Sea Ray.230 Select,
